Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0827_v003-2021m0828t062459.nc,8/27/2021,8/28/2021,molecules/cm²,3.34E+16,-9.72E+18,1.00E+19,1.24,-361.34,371.7,-0.95,137.77,1.25,-101.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0826_v003-2021m0827t073101.nc,8/26/2021,8/27/2021,molecules/cm²,5.49E+16,-9.87E+18,1.00E+19,2.04,-366.81,371.72,35.35,89.87,-13.25,-112.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0825_v003-2021m0826t171200.nc,8/25/2021,8/26/2021,molecules/cm²,2.21E+16,-9.95E+18,1.00E+19,0.82,-370.05,371.7,41.95,73.37,-9.15,-3.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0824_v003-2021m0825t083031.nc,8/24/2021,8/25/2021,molecules/cm²,5.73E+16,-9.91E+18,1.00E+19,2.13,-368.46,371.68,31.35,112.67,-22.75,109.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0823_v003-2021m0824t074331.nc,8/23/2021,8/24/2021,molecules/cm²,3.74E+16,-9.88E+18,1.00E+19,1.39,-367.25,371.78,12.95,4.36,15.35,-60.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0822_v003-2021m0823t074311.nc,8/22/2021,8/23/2021,molecules/cm²,4.28E+16,-9.74E+18,1.00E+19,1.59,-362.1,371.68,-5.65,168.27,-12.05,54.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0821_v003-2021m0822t074318.nc,8/21/2021,8/22/2021,molecules/cm²,4.91E+16,-9.69E+18,1.00E+19,1.83,-360.36,371.74,35.15,68.67,-6.75,-133.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0820_v003-2021m0821t083644.nc,8/20/2021,8/21/2021,molecules/cm²,5.12E+16,-9.97E+18,1.00E+19,1.9,-370.72,371.73,39.45,71.57,5.75,146.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0819_v003-2021m0820t074114.nc,8/19/2021,8/20/2021,molecules/cm²,2.17E+16,-1.00E+19,1.00E+19,0.81,-371.75,371.75,32.25,-4.94,4.15,-15.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0818_v003-2021m0819t073306.nc,8/18/2021,8/19/2021,molecules/cm²,2.98E+16,-9.90E+18,1.00E+19,1.11,-368,371.79,18.65,109.77,22.25,-33.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0817_v003-2021m0818t075629.nc,8/17/2021,8/18/2021,molecules/cm²,3.60E+16,-9.98E+18,1.00E+19,1.34,-370.84,371.73,28.25,-104.35,12.25,152.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0816_v003-2021m0817t075053.nc,8/16/2021,8/17/2021,molecules/cm²,4.49E+16,-9.86E+18,1.00E+19,1.67,-366.41,371.82,20.55,7.26,31.15,-38.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0815_v003-2021m0816t082217.nc,8/15/2021,8/16/2021,molecules/cm²,4.40E+16,-9.97E+18,1.00E+19,1.63,-370.56,371.67,0.45,-70.24,-6.65,29.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0814_v003-2021m0815t072257.nc,8/14/2021,8/15/2021,molecules/cm²,4.82E+16,-9.89E+18,1.00E+19,1.79,-367.63,371.78,16.85,-95.84,2.45,162.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0813_v003-2021m0814t081320.nc,8/13/2021,8/14/2021,molecules/cm²,3.46E+16,-9.60E+18,1.00E+19,1.28,-356.77,371.72,-1.25,-56.64,-0.55,-23.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0812_v003-2021m0813t080547.nc,8/12/2021,8/13/2021,molecules/cm²,2.63E+16,-9.88E+18,1.00E+19,0.98,-367.19,371.65,36.15,91.77,3.75,159.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0811_v003-2021m0812t064016.nc,8/11/2021,8/12/2021,molecules/cm²,3.78E+16,-9.99E+18,1.00E+19,1.41,-371.48,371.6,38.15,-109.15,-14.65,-122.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0810_v003-2021m0811t075811.nc,8/10/2021,8/11/2021,molecules/cm²,1.58E+16,-9.81E+18,1.00E+19,0.59,-364.56,371.6,7.55,124.67,-11.35,-137.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0809_v003-2021m0810t074937.nc,8/9/2021,8/10/2021,molecules/cm²,2.37E+16,-1.00E+19,1.00E+19,0.88,-371.56,371.73,43.65,-1.74,34.45,-62.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0808_v003-2021m0809t084451.nc,8/8/2021,8/9/2021,molecules/cm²,4.99E+16,-9.93E+18,1.00E+19,1.86,-369.04,371.73,33.25,87.17,-3.35,154.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0807_v003-2021m0808t064910.nc,8/7/2021,8/8/2021,molecules/cm²,4.03E+16,-1.00E+19,1.00E+19,1.5,-371.72,371.68,35.45,72.87,-2.95,115.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0806_v003-2021m0807t084731.nc,8/6/2021,8/7/2021,molecules/cm²,4.61E+16,-9.89E+18,1.00E+19,1.71,-367.7,371.71,5.05,92.17,9.35,0.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0805_v003-2021m0806t073649.nc,8/5/2021,8/6/2021,molecules/cm²,1.41E+16,-9.78E+18,1.00E+19,0.52,-363.53,371.65,-2.35,103.57,-15.75,-32.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0804_v003-2021m0805t074759.nc,8/4/2021,8/5/2021,molecules/cm²,3.91E+16,-9.89E+18,1.00E+19,1.45,-367.62,371.73,33.15,80.37,-10.25,-160.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0803_v003-2021m0804t075149.nc,8/3/2021,8/4/2021,molecules/cm²,4.41E+16,-9.92E+18,1.00E+19,1.64,-368.92,371.56,23.85,-103.05,0.45,-14.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0802_v003-2021m0803t084242.nc,8/2/2021,8/3/2021,molecules/cm²,3.59E+16,-9.88E+18,1.00E+19,1.33,-367.17,371.74,32.45,130.97,-8.35,-26.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0801_v003-2021m0803t074442.nc,8/1/2021,8/3/2021,molecules/cm²,4.70E+16,-9.95E+18,1.00E+19,1.75,-369.83,371.77,32.05,-109.15,38.15,147.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0731_v003-2021m0801t083714.nc,7/31/2021,8/1/2021,molecules/cm²,4.62E+16,-9.92E+18,1.00E+19,1.72,-368.92,371.74,3.15,110.17,-3.95,166.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0730_v003-2021m0731t104832.nc,7/30/2021,7/31/2021,molecules/cm²,5.79E+16,-9.79E+18,1.00E+19,2.15,-364.04,371.79,-3.05,-69.74,23.15,-74.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0729_v003-2021m0730t064728.nc,7/29/2021,7/30/2021,molecules/cm²,3.24E+16,-9.98E+18,1.00E+19,1.21,-370.84,371.75,-9.55,134.47,27.45,-114.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0728_v003-2021m0729t084303.nc,7/28/2021,7/29/2021,molecules/cm²,5.47E+16,-9.76E+18,1.00E+19,2.03,-362.89,371.84,8.75,-57.14,3.95,123.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0727_v003-2021m0728t073811.nc,7/27/2021,7/28/2021,molecules/cm²,7.93E+15,-1.00E+19,1.00E+19,0.29,-371.69,371.73,44.55,-106.25,-1.45,-136.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0726_v003-2021m0727t064431.nc,7/26/2021,7/27/2021,molecules/cm²,4.27E+16,-9.97E+18,1.00E+19,1.59,-370.78,371.79,0.65,63.26,-17.05,100.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0725_v003-2021m0726t073258.nc,7/25/2021,7/26/2021,molecules/cm²,2.21E+16,-1.00E+19,1.00E+19,0.82,-371.83,371.65,-0.35,132.17,-19.35,-174.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0724_v003-2021m0725t063348.nc,7/24/2021,7/25/2021,molecules/cm²,2.34E+16,-9.96E+18,1.00E+19,0.87,-370.29,371.73,15.45,-8.64,32.55,-61.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0723_v003-2021m0724t072814.nc,7/23/2021,7/24/2021,molecules/cm²,3.49E+16,-9.81E+18,1.00E+19,1.3,-364.75,371.67,38.15,88.87,3.05,-44.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0722_v003-2021m0723t062800.nc,7/22/2021,7/23/2021,molecules/cm²,2.20E+16,-9.67E+18,1.00E+19,0.82,-359.29,371.6,48.75,-103.35,-12.25,117.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0721_v003-2021m0722t082743.nc,7/21/2021,7/22/2021,molecules/cm²,2.50E+16,-9.97E+18,9.99E+18,0.93,-370.54,371.53,30.55,109.77,32.95,143.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0720_v003-2021m0721t073224.nc,7/20/2021,7/21/2021,molecules/cm²,3.61E+16,-9.95E+18,1.00E+19,1.34,-369.88,371.74,35.55,97.47,1.15,-11.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0719_v003-2021m0720t082535.nc,7/19/2021,7/20/2021,molecules/cm²,1.23E+16,-9.85E+18,1.00E+19,0.46,-366.03,371.6,38.85,40.46,-15.55,-22.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0718_v003-2021m0719t071518.nc,7/18/2021,7/19/2021,molecules/cm²,3.37E+16,-1.00E+19,1.00E+19,1.25,-371.8,371.7,39.25,40.86,18.15,-117.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0717_v003-2021m0718t061935.nc,7/17/2021,7/18/2021,molecules/cm²,3.67E+16,-9.97E+18,1.00E+19,1.36,-370.62,371.68,51.05,118.67,-22.45,50.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0716_v003-2021m0717t072331.nc,7/16/2021,7/17/2021,molecules/cm²,1.71E+16,-9.96E+18,1.00E+19,0.64,-370.26,371.74,32.95,49.76,28.85,25.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0715_v003-2021m0716t072128.nc,7/15/2021,7/16/2021,molecules/cm²,2.91E+16,-9.96E+18,1.00E+19,1.08,-370.2,371.67,41.45,114.57,-23.65,-100.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0714_v003-2021m0715t072046.nc,7/14/2021,7/15/2021,molecules/cm²,3.25E+16,-9.93E+18,9.99E+18,1.21,-368.99,371.49,37.15,-39.34,12.45,149.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0713_v003-2021m0714t075727.nc,7/13/2021,7/14/2021,molecules/cm²,3.00E+16,-9.96E+18,1.00E+19,1.12,-370.31,371.66,-1.75,-67.24,-23.45,20.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0712_v003-2021m0713t073158.nc,7/12/2021,7/13/2021,molecules/cm²,2.74E+16,-9.73E+18,1.00E+19,1.02,-361.82,371.72,37.55,-114.15,27.85,143.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0711_v003-2021m0712t071955.nc,7/11/2021,7/12/2021,molecules/cm²,3.75E+16,-1.00E+19,1.00E+19,1.4,-371.99,371.74,50.65,85.57,-8.05,-173.45
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0710_v003-2021m0711t062125.nc,7/10/2021,7/11/2021,molecules/cm²,2.98E+16,-9.90E+18,1.00E+19,1.11,-367.98,371.57,6.65,11.76,28.25,16.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0709_v003-2021m0710t072524.nc,7/9/2021,7/10/2021,molecules/cm²,2.42E+16,-9.99E+18,1.00E+19,0.9,-371.35,371.72,46.45,84.87,-0.95,-178.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0708_v003-2021m0709t075348.nc,7/8/2021,7/9/2021,molecules/cm²,1.54E+16,-9.99E+18,1.00E+19,0.57,-371.47,371.61,2.05,37.06,32.75,12.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0707_v003-2021m0708t083722.nc,7/7/2021,7/8/2021,molecules/cm²,4.76E+16,-9.91E+18,1.00E+19,1.77,-368.57,371.65,16.85,-96.84,13.65,-46.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0706_v003-2021m0707t073137.nc,7/6/2021,7/7/2021,molecules/cm²,3.84E+16,-9.86E+18,1.00E+19,1.43,-366.68,371.58,41.25,-77.74,36.75,-65.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0705_v003-2021m0706t080213.nc,7/5/2021,7/6/2021,molecules/cm²,4.04E+16,-1.00E+19,1.00E+19,1.5,-371.71,371.7,20.95,-9.14,6.25,-122.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0704_v003-2021m0705t075231.nc,7/4/2021,7/5/2021,molecules/cm²,3.41E+16,-9.79E+18,1.00E+19,1.27,-363.79,371.75,3.45,30.36,-14.05,-132.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0703_v003-2021m0704t083818.nc,7/3/2021,7/4/2021,molecules/cm²,2.62E+16,-9.99E+18,9.99E+18,0.97,-371.51,371.52,8.45,-82.54,15.05,169.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0702_v003-2021m0703t083553.nc,7/2/2021,7/3/2021,molecules/cm²,1.93E+16,-9.86E+18,1.00E+19,0.72,-366.48,371.63,9.05,100.47,-3.85,-137.45
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0701_v003-2021m0702t081449.nc,7/1/2021,7/2/2021,molecules/cm²,3.57E+16,-9.83E+18,1.00E+19,1.33,-365.41,371.64,8.15,-11.34,-7.85,-26.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0630_v003-2021m0701t161047.nc,6/30/2021,7/1/2021,molecules/cm²,1.22E+16,-9.77E+18,9.99E+18,0.45,-363.16,371.5,9.95,23.06,22.05,-145.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0629_v003-2021m0630t071722.nc,6/29/2021,6/30/2021,molecules/cm²,2.02E+16,-9.99E+18,1.00E+19,0.75,-371.27,371.79,-0.25,-63.04,4.95,-131.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0628_v003-2021m0629t081747.nc,6/28/2021,6/29/2021,molecules/cm²,3.92E+16,-1.00E+19,1.00E+19,1.46,-371.56,371.71,-5.15,-69.24,-9.25,178.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0627_v003-2021m0628t072013.nc,6/27/2021,6/28/2021,molecules/cm²,2.15E+16,-1.00E+19,1.00E+19,0.8,-371.58,371.56,34.95,70.27,14.75,36.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0626_v003-2021m0627t081357.nc,6/26/2021,6/27/2021,molecules/cm²,2.14E+16,-9.83E+18,1.00E+19,0.8,-365.3,371.73,46.45,79.07,1.15,-98.45
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0625_v003-2021m0626t083300.nc,6/25/2021,6/26/2021,molecules/cm²,2.78E+16,-9.99E+18,1.00E+19,1.04,-371.46,371.76,49.75,136.67,4.35,-38.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0624_v003-2021m0625t072853.nc,6/24/2021,6/25/2021,molecules/cm²,3.33E+16,-9.99E+18,1.00E+19,1.24,-371.2,371.54,61.35,-161.05,11.15,168.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0623_v003-2021m0624t081806.nc,6/23/2021,6/24/2021,molecules/cm²,2.50E+16,-9.90E+18,1.00E+19,0.93,-368.17,371.65,-8.05,29.46,-22.55,38.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0622_v003-2021m0623t071906.nc,6/22/2021,6/23/2021,molecules/cm²,4.27E+16,-9.75E+18,1.00E+19,1.59,-362.6,371.72,40.25,-0.34,7.25,-56.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0621_v003-2021m0622t083952.nc,6/21/2021,6/22/2021,molecules/cm²,4.73E+16,-9.76E+18,1.00E+19,1.76,-362.8,371.75,38.25,-136.45,5.75,78.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0620_v003-2021m0621t072958.nc,6/20/2021,6/21/2021,molecules/cm²,1.36E+16,-9.94E+18,1.00E+19,0.51,-369.61,371.63,16.85,-94.64,-5.05,42.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0619_v003-2021m0620t082528.nc,6/19/2021,6/20/2021,molecules/cm²,1.84E+16,-9.99E+18,1.00E+19,0.68,-371.2,371.72,62.75,21.46,-7.25,3.86
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0618_v003-2021m0619t072024.nc,6/18/2021,6/19/2021,molecules/cm²,1.40E+16,-9.96E+18,1.00E+19,0.52,-370.42,371.64,38.75,-104.55,-18.55,17.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0617_v003-2021m0618t082638.nc,6/17/2021,6/18/2021,molecules/cm²,3.85E+16,-9.83E+18,1.00E+19,1.43,-365.33,371.64,43.25,28.46,-14.25,-22.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0616_v003-2021m0617t073158.nc,6/16/2021,6/17/2021,molecules/cm²,6.729E+15,-9.88E+18,1.00E+19,0.25,-367.16,371.81,25.55,97.07,2.55,-138.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0615_v003-2021m0616t073641.nc,6/15/2021,6/16/2021,molecules/cm²,3.54E+16,-9.91E+18,1.00E+19,1.31,-368.49,371.82,52.65,114.97,-1.45,169.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0614_v003-2021m0615t074833.nc,6/14/2021,6/15/2021,molecules/cm²,2.25E+16,-9.98E+18,1.00E+19,0.84,-370.88,371.8,2.25,31.06,-18.05,-38.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0613_v003-2021m0614t074121.nc,6/13/2021,6/14/2021,molecules/cm²,3.47E+16,-1.00E+19,1.00E+19,1.29,-371.73,371.78,49.75,113.77,-4.45,68.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0612_v003-2021m0613t083102.nc,6/12/2021,6/13/2021,molecules/cm²,1.15E+16,-9.94E+18,1.00E+19,0.43,-369.37,371.58,32.15,84.07,-26.25,109.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0611_v003-2021m0612t074238.nc,6/11/2021,6/12/2021,molecules/cm²,-2.476E+15,-9.98E+18,1.00E+19,-0.09,-370.89,371.67,6.95,-66.74,21.85,10.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0610_v003-2021m0611t084954.nc,6/10/2021,6/11/2021,molecules/cm²,2.36E+16,-9.97E+18,1.00E+19,0.88,-370.55,371.59,23.55,-175.55,10.35,171.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0609_v003-2021m0610t084221.nc,6/9/2021,6/10/2021,molecules/cm²,1.14E+16,-9.92E+18,1.00E+19,0.42,-368.92,371.71,48.15,115.87,-22.45,165.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0608_v003-2021m0609t063459.nc,6/8/2021,6/9/2021,molecules/cm²,3.87E+16,-9.96E+18,1.00E+19,1.44,-370.37,371.56,23.15,85.47,35.85,-108.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0607_v003-2021m0608t073111.nc,6/7/2021,6/8/2021,molecules/cm²,7.745E+15,-9.86E+18,9.99E+18,0.29,-366.42,371.53,1.85,123.17,-16.15,-111.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0606_v003-2021m0607t072906.nc,6/6/2021,6/7/2021,molecules/cm²,3.06E+16,-9.97E+18,9.99E+18,1.14,-370.62,371.5,42.55,18.06,4.25,-31.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0605_v003-2021m0606t073627.nc,6/5/2021,6/6/2021,molecules/cm²,5.42E+16,-9.92E+18,1.00E+19,2.01,-368.59,371.7,34.55,85.97,38.65,-150.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0604_v003-2021m0605t073007.nc,6/4/2021,6/5/2021,molecules/cm²,4.77E+16,-9.93E+18,1.00E+19,1.77,-369.17,371.67,38.35,-76.94,32.65,-15.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0603_v003-2021m0604t082512.nc,6/3/2021,6/4/2021,molecules/cm²,1.87E+16,-9.99E+18,1.00E+19,0.7,-371.5,371.56,0.35,-53.04,21.15,47.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0602_v003-2021m0603t072246.nc,6/2/2021,6/3/2021,molecules/cm²,2.74E+16,-9.98E+18,1.00E+19,1.02,-371.05,371.74,33.75,-4.14,5.35,135.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0601_v003-2021m0602t082720.nc,6/1/2021,6/2/2021,molecules/cm²,1.34E+16,-1.00E+19,1.00E+19,0.5,-372.32,371.59,40.95,114.17,-6.55,74.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0531_v003-2021m0601t082104.nc,5/31/2021,6/1/2021,molecules/cm²,7.159E+15,-9.98E+18,9.99E+18,0.27,-370.89,371.36,3.25,102.27,-18.55,88.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0530_v003-2021m0531t073003.nc,5/30/2021,5/31/2021,molecules/cm²,1.56E+16,-9.89E+18,1.00E+19,0.58,-367.62,371.73,45.15,23.06,-0.25,169.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0529_v003-2021m0530t082543.nc,5/29/2021,5/30/2021,molecules/cm²,2.26E+16,-9.99E+18,1.00E+19,0.84,-371.38,371.65,6.25,-49.64,-1.75,31.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0528_v003-2021m0529t083113.nc,5/28/2021,5/29/2021,molecules/cm²,1.58E+16,-1.00E+19,9.98E+18,0.59,-372.34,371.01,30.95,-97.14,13.05,64.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0527_v003-2021m0528t081433.nc,5/27/2021,5/28/2021,molecules/cm²,4.20E+16,-9.91E+18,1.00E+19,1.56,-368.49,371.71,-4.45,143.87,-28.05,-88.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0526_v003-2021m0527t071627.nc,5/26/2021,5/27/2021,molecules/cm²,3.30E+16,-9.94E+18,1.00E+19,1.23,-369.4,371.72,11.45,152.37,19.05,-38.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0525_v003-2021m0526t082031.nc,5/25/2021,5/26/2021,molecules/cm²,3.59E+16,-9.99E+18,1.00E+19,1.33,-371.49,371.66,34.55,-119.85,7.65,147.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0524_v003-2021m0525t082655.nc,5/24/2021,5/25/2021,molecules/cm²,3.02E+16,-9.87E+18,9.99E+18,1.12,-366.84,371.48,44.75,42.26,23.05,179.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0523_v003-2021m0524t072657.nc,5/23/2021,5/24/2021,molecules/cm²,inf,-9.91E+18,inf,inf,-368.37,inf,12.45,-10.54,-36.35,-49.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0522_v003-2021m0523t072938.nc,5/22/2021,5/23/2021,molecules/cm²,1.24E+16,-9.98E+18,1.00E+19,0.46,-370.94,371.64,2.75,121.07,-9.35,109.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0521_v003-2021m0522t072009.nc,5/21/2021,5/22/2021,molecules/cm²,2.71E+16,-9.89E+18,1.00E+19,1.01,-367.74,371.75,28.75,102.87,-1.75,69.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0520_v003-2021m0521t082035.nc,5/20/2021,5/21/2021,molecules/cm²,3.72E+16,-9.72E+18,1.00E+19,1.38,-361.27,371.72,11.95,2.86,-1.95,-93.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0519_v003-2021m0520t072024.nc,5/19/2021,5/20/2021,molecules/cm²,1.06E+16,-9.87E+18,1.00E+19,0.39,-367.05,371.59,2.65,179.77,17.65,-110.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0518_v003-2021m0519t082121.nc,5/18/2021,5/19/2021,molecules/cm²,1.92E+16,-1.00E+19,1.00E+19,0.71,-371.98,371.67,-11.55,128.37,7.05,173.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0517_v003-2021m0518t072257.nc,5/17/2021,5/18/2021,molecules/cm²,2.39E+16,-9.84E+18,1.00E+19,0.89,-365.7,371.67,10.45,125.17,14.35,133.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0516_v003-2021m0517t211245.nc,5/16/2021,5/17/2021,molecules/cm²,1.19E+16,-9.86E+18,1.00E+19,0.44,-366.62,371.54,8.95,40.86,-28.35,154.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0515_v003-2021m0516t073903.nc,5/15/2021,5/16/2021,molecules/cm²,4.37E+16,-9.97E+18,1.00E+19,1.62,-370.79,371.62,-34.15,-67.54,-14.75,112.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0514_v003-2021m0515t072944.nc,5/14/2021,5/15/2021,molecules/cm²,1.52E+16,-9.99E+18,1.00E+19,0.57,-371.25,371.66,39.25,76.47,33.25,-10.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0513_v003-2021m0514t081030.nc,5/13/2021,5/14/2021,molecules/cm²,3.58E+16,-9.95E+18,1.00E+19,1.33,-370,371.64,43.55,-113.65,-3.95,-179.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0512_v003-2021m0513t072705.nc,5/12/2021,5/13/2021,molecules/cm²,2.57E+16,-9.91E+18,1.00E+19,0.96,-368.51,371.71,5.75,35.26,-7.75,44.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0511_v003-2021m0512t083610.nc,5/11/2021,5/12/2021,molecules/cm²,4.71E+16,-9.80E+18,1.00E+19,1.75,-364.23,371.65,-4.45,122.57,8.05,175.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0510_v003-2021m0511t074235.nc,5/10/2021,5/11/2021,molecules/cm²,3.44E+16,-1.00E+19,1.00E+19,1.28,-371.65,371.66,38.15,-1.04,-14.75,67.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0509_v003-2021m0510t084218.nc,5/9/2021,5/10/2021,molecules/cm²,4.09E+16,-9.97E+18,1.00E+19,1.52,-370.7,371.61,17.45,36.86,-7.85,175.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0508_v003-2021m0512t174127.nc,5/8/2021,5/12/2021,molecules/cm²,3.93E+16,-9.99E+18,1.00E+19,1.46,-371.25,371.7,-28.35,-69.64,-6.95,-11.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2021m0507_v003-2021m0508t071852.nc,5/7/2021,5/8/2021,molecules/cm²,4.51E+16,-9.99E+18,1.00E+19,1.68,-371.37,371.59,21.35,82.57,31.25,-33.44
