Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon,HCHO_7day_MA
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1001_v003-2019m0725t193741.nc,2004-10-01,7/25/2019,molecules/cm²,3361000000000000.0,-1.63e+18,1.87e+17,0.12,-60.75,6.93,-11.75,-76.14,30.15,86.27,
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1002_v003-2019m0725t194204.nc,2004-10-02,7/25/2019,molecules/cm²,3307000000000000.0,-5.28e+17,1.34e+17,0.12,-19.64,4.99,10.95,-73.64,-16.05,-68.34,
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1003_v003-2019m0725t193929.nc,2004-10-03,7/25/2019,molecules/cm²,3474000000000000.0,-8.47e+17,2.21e+17,0.13,-31.48,8.23,-14.95,-72.84,-14.85,-73.64,
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1004_v003-2019m0725t194624.nc,2004-10-04,7/25/2019,molecules/cm²,3345000000000000.0,-2.01e+17,2.07e+17,0.12,-7.47,7.69,-11.45,-35.94,-23.05,-62.24,
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1005_v003-2019m0725t194148.nc,2004-10-05,7/25/2019,molecules/cm²,3315000000000000.0,-2.08e+18,1.78e+17,0.12,-77.43,6.62,-23.85,-66.24,-19.85,-66.14,
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1006_v003-2019m0725t193505.nc,2004-10-06,7/25/2019,molecules/cm²,2684000000000000.0,-1.29e+18,2.32e+18,0.1,-48.05,86.19,9.65,132.47,9.45,131.57,
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1007_v003-2019m0725t193901.nc,2004-10-07,7/25/2019,molecules/cm²,3141000000000000.0,-1.58e+17,4.41e+17,0.12,-5.86,16.39,-18.35,-66.24,-17.05,-66.24,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1008_v003-2019m0725t193729.nc,2004-10-08,7/25/2019,molecules/cm²,3272000000000000.0,-3.04e+17,2.43e+17,0.12,-11.3,9.03,30.45,89.07,-0.35,37.46,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1009_v003-2019m0725t193939.nc,2004-10-09,7/25/2019,molecules/cm²,3265000000000000.0,-6.47e+17,1.29e+17,0.12,-24.06,4.81,-15.75,-69.64,31.55,102.27,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1010_v003-2019m0725t194545.nc,2004-10-10,7/25/2019,molecules/cm²,3155000000000000.0,-3.9e+17,1.35e+17,0.12,-14.49,5.01,9.65,13.16,-10.25,-77.14,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1011_v003-2019m0725t194605.nc,2004-10-11,7/25/2019,molecules/cm²,3531000000000000.0,-8.13e+16,1.48e+17,0.13,-3.02,5.49,29.45,101.67,-16.55,-62.64,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1012_v003-2019m0725t194423.nc,2004-10-12,7/25/2019,molecules/cm²,3598000000000000.0,-4.1e+17,3.32e+17,0.13,-15.23,12.35,-24.55,-20.64,-16.15,-70.34,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1013_v003-2019m0725t193653.nc,2004-10-13,7/25/2019,molecules/cm²,3549000000000000.0,-1.76e+17,1.13e+17,0.13,-6.53,4.18,-23.55,-40.14,-7.75,29.36,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1014_v003-2019m0725t193920.nc,2004-10-14,7/25/2019,molecules/cm²,3438000000000000.0,-4.24e+17,2.4e+17,0.13,-15.77,8.92,6.65,1.76,-13.75,-70.94,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1015_v003-2019m0725t193931.nc,2004-10-15,7/25/2019,molecules/cm²,3275000000000000.0,-3.39e+17,1.42e+17,0.12,-12.59,5.26,-22.15,21.86,30.75,78.67,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1016_v003-2019m0725t194029.nc,2004-10-16,7/25/2019,molecules/cm²,3438000000000000.0,-2.05e+17,1.4e+17,0.13,-7.61,5.22,-26.95,-62.74,7.85,26.46,0.12714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1017_v003-2019m0725t192911.nc,2004-10-17,7/25/2019,molecules/cm²,3488000000000000.0,-2.85e+17,1.46e+17,0.13,-10.6,5.44,-37.65,-46.64,26.75,-41.84,0.1285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1018_v003-2019m0725t193851.nc,2004-10-18,7/25/2019,molecules/cm²,3190000000000000.0,-7.3e+17,2.1e+17,0.12,-27.15,7.82,-18.35,31.46,-27.35,-66.04,0.12714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1019_v003-2019m0725t193754.nc,2004-10-19,7/25/2019,molecules/cm²,3218000000000000.0,-2.73e+17,1.4e+17,0.12,-10.13,5.2,16.15,-114.65,-9.55,-77.04,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1020_v003-2019m0725t194629.nc,2004-10-20,7/25/2019,molecules/cm²,3084000000000000.0,-5.28e+17,1.55e+17,0.11,-19.64,5.76,26.15,55.46,28.75,83.57,0.12285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1021_v003-2019m0725t194539.nc,2004-10-21,7/25/2019,molecules/cm²,3320000000000000.0,-5.69e+17,1.98e+17,0.12,-21.14,7.34,-5.25,-71.94,-27.25,-68.24,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1022_v003-2019m0725t193848.nc,2004-10-22,7/25/2019,molecules/cm²,3296000000000000.0,-4.69e+17,4.73e+17,0.12,-17.42,17.58,6.95,13.66,53.25,-19.74,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1023_v003-2019m0725t194427.nc,2004-10-23,7/25/2019,molecules/cm²,3109000000000000.0,-4.83e+17,1.93e+17,0.12,-17.96,7.19,-23.15,133.47,-16.65,-68.54,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1024_v003-2019m0725t194624.nc,2004-10-24,7/25/2019,molecules/cm²,1.71e+16,-3.86e+17,2.89e+22,0.64,-14.33,1072875.96,-0.75,37.16,9.05,20.26,0.19285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1025_v003-2019m0725t193508.nc,2004-10-25,7/25/2019,molecules/cm²,3026000000000000.0,-2.2e+17,1.4e+17,0.11,-8.16,5.22,-28.35,-53.34,9.55,27.66,0.19142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1026_v003-2019m0725t193745.nc,2004-10-26,7/25/2019,molecules/cm²,3190000000000000.0,-4.14e+17,1.15e+17,0.12,-15.38,4.26,38.35,-110.75,-8.35,-77.64,0.19142857142857145
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1027_v003-2019m0725t194540.nc,2004-10-27,7/25/2019,molecules/cm²,3158000000000000.0,-6.47e+16,1.68e+17,0.12,-2.4,6.26,32.55,78.57,34.75,73.57,0.19285714285714284
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1028_v003-2019m0725t193107.nc,2004-10-28,7/25/2019,molecules/cm²,3137000000000000.0,-8.54e+17,1.8e+17,0.12,-31.76,6.7,-16.95,-70.24,-14.05,-74.44,0.19285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1029_v003-2019m0725t193851.nc,2004-10-29,7/25/2019,molecules/cm²,3231000000000000.0,-5.98e+17,1.35e+17,0.12,-22.24,5.02,-9.15,15.56,-15.85,-56.74,0.19285714285714284
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1030_v003-2019m0725t193759.nc,2004-10-30,7/25/2019,molecules/cm²,3128000000000000.0,-4.29e+17,1.15e+17,0.12,-15.94,4.26,-2.05,-70.54,28.95,83.87,0.19285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1031_v003-2019m0725t193809.nc,2004-10-31,7/25/2019,molecules/cm²,3100000000000000.0,-9.28e+16,2.11e+17,0.12,-3.45,7.85,-13.75,16.96,-30.25,-59.14,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1101_v003-2019m0725t193758.nc,2004-11-01,7/25/2019,molecules/cm²,3285000000000000.0,-4.27e+17,3.14e+17,0.12,-15.88,11.68,-7.05,-48.04,-24.25,-65.64,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1102_v003-2019m0725t193913.nc,2004-11-02,7/25/2019,molecules/cm²,3171000000000000.0,-3.64e+17,1.54e+17,0.12,-13.54,5.72,4.35,118.07,28.65,85.57,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1103_v003-2019m0725t194111.nc,2004-11-03,7/25/2019,molecules/cm²,3328000000000000.0,-3.7e+17,4.23e+17,0.12,-13.77,15.72,31.65,77.77,-27.35,-66.24,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1104_v003-2019m0725t194100.nc,2004-11-04,7/25/2019,molecules/cm²,3505000000000000.0,-7.49e+17,1.29e+17,0.13,-27.84,4.79,9.55,20.76,-14.75,-70.84,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1105_v003-2019m0725t194107.nc,2004-11-05,7/25/2019,molecules/cm²,3101000000000000.0,-5.28e+17,1.41e+17,0.12,-19.63,5.25,30.15,79.87,30.75,78.77,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1106_v003-2019m0725t194007.nc,2004-11-06,7/25/2019,molecules/cm²,3120000000000000.0,-2.3e+17,1.54e+17,0.12,-8.55,5.73,-27.25,-66.04,-33.75,-69.64,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1107_v003-2019m0725t194119.nc,2004-11-07,7/25/2019,molecules/cm²,3128000000000000.0,-1.11e+18,1.93e+17,0.12,-41.11,7.17,28.65,83.37,-18.85,-66.44,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1108_v003-2019m0725t194026.nc,2004-11-08,7/25/2019,molecules/cm²,3219000000000000.0,-5.3e+17,2.88e+17,0.12,-19.7,10.72,-11.25,25.16,-23.95,-65.74,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1109_v003-2019m0725t194650.nc,2004-11-09,7/25/2019,molecules/cm²,3276000000000000.0,-2.88e+17,2.74e+17,0.12,-10.7,10.2,-23.75,-54.24,28.75,83.17,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1110_v003-2019m0725t194249.nc,2004-11-10,7/25/2019,molecules/cm²,2944000000000000.0,-3.57e+17,3.96e+17,0.11,-13.25,14.74,29.25,92.87,-19.45,-65.54,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1111_v003-2019m0725t193915.nc,2004-11-11,7/25/2019,molecules/cm²,3013000000000000.0,-7.04e+17,1.13e+17,0.11,-26.16,4.19,-13.15,27.36,-27.45,-68.44,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1112_v003-2019m0725t193841.nc,2004-11-12,7/25/2019,molecules/cm²,3348000000000000.0,-3.64e+17,1.2e+17,0.12,-13.52,4.47,3.85,3.56,-23.75,-65.34,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1113_v003-2019m0725t194618.nc,2004-11-13,7/25/2019,molecules/cm²,3169000000000000.0,-6.82e+17,2.41e+17,0.12,-25.35,8.96,28.45,92.17,-24.45,-65.54,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1114_v003-2019m0725t194246.nc,2004-11-14,7/25/2019,molecules/cm²,2942000000000000.0,-3.44e+17,1.14e+17,0.11,-12.79,4.24,35.55,79.97,-23.15,-66.24,0.1157142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1115_v003-2019m0725t194654.nc,2004-11-15,7/25/2019,molecules/cm²,3002000000000000.0,-3.88e+17,2.57e+17,0.11,-14.44,9.54,-3.65,28.56,-14.05,-70.94,0.1142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1116_v003-2019m0725t194255.nc,2004-11-16,7/25/2019,molecules/cm²,2947000000000000.0,-9.64e+16,2.51e+17,0.11,-3.58,9.31,30.15,81.17,-10.25,-76.84,0.11285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1117_v003-2019m0725t194101.nc,2004-11-17,7/25/2019,molecules/cm²,2865000000000000.0,-1.87e+17,1.24e+17,0.11,-6.97,4.59,30.45,90.77,-21.55,-40.24,0.11285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1118_v003-2019m0725t193736.nc,2004-11-18,7/25/2019,molecules/cm²,2856000000000000.0,-5.88e+17,1.93e+17,0.11,-21.84,7.17,-15.45,-55.44,-12.85,-75.24,0.11285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1119_v003-2019m0725t192832.nc,2004-11-19,7/25/2019,molecules/cm²,1868000000000000.0,-2.76e+16,4.09e+16,0.07,-1.03,1.52,-10.75,-150.05,-12.35,-152.65,0.10571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1202_v003-2019m0725t194622.nc,2004-12-02,7/25/2019,molecules/cm²,3024000000000000.0,-6.63e+17,1.57e+17,0.11,-24.63,5.82,1.05,35.26,-11.25,-85.84,0.10428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1203_v003-2019m0725t195120.nc,2004-12-03,7/25/2019,molecules/cm²,2907000000000000.0,-1.01e+17,2.24e+17,0.11,-3.77,8.33,-27.05,-68.34,-20.05,-64.64,0.1042857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1204_v003-2019m0725t194522.nc,2004-12-04,7/25/2019,molecules/cm²,2856000000000000.0,-5.55e+17,1.11e+17,0.11,-20.64,4.12,-2.55,120.67,-21.35,-66.14,0.1042857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1205_v003-2019m0725t200114.nc,2004-12-05,7/25/2019,molecules/cm²,2795000000000000.0,-5.67e+17,2.32e+17,0.1,-21.08,8.62,-24.15,-61.54,-27.35,-66.24,0.10285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1206_v003-2019m0725t194533.nc,2004-12-06,7/25/2019,molecules/cm²,2659000000000000.0,-3.81e+17,3.35e+17,0.1,-14.17,12.45,-15.15,-72.34,-27.65,-68.24,0.10142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1207_v003-2019m0725t195128.nc,2004-12-07,7/25/2019,molecules/cm²,2812000000000000.0,-2.75e+17,1.46e+17,0.1,-10.21,5.43,-3.55,136.87,28.75,83.37,0.09999999999999999
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1208_v003-2019m0725t194257.nc,2004-12-08,7/25/2019,molecules/cm²,2707000000000000.0,-3.36e+18,2.71e+17,0.1,-124.93,10.07,-24.05,-65.84,-18.55,-66.34,0.1042857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1209_v003-2019m0725t194617.nc,2004-12-09,7/25/2019,molecules/cm²,3146000000000000.0,-4.08e+17,2.33e+17,0.12,-15.17,8.65,35.25,81.07,7.15,-86.04,0.10571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1210_v003-2019m0725t195928.nc,2004-12-10,7/25/2019,molecules/cm²,3170000000000000.0,-6.03e+17,2.44e+17,0.12,-22.41,9.06,30.55,98.07,-27.25,-68.34,0.10714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1211_v003-2019m0725t195119.nc,2004-12-11,7/25/2019,molecules/cm²,3179000000000000.0,-2.55e+17,1.51e+17,0.12,-9.49,5.61,-3.65,34.26,-23.55,119.57,0.10857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1212_v003-2019m0725t195137.nc,2004-12-12,7/25/2019,molecules/cm²,3149000000000000.0,-3.76e+17,1.19e+17,0.12,-13.98,4.42,34.75,73.97,19.25,-98.55,0.11142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1213_v003-2019m0725t194313.nc,2004-12-13,7/25/2019,molecules/cm²,3138000000000000.0,-2.07e+17,6.98e+17,0.12,-7.68,25.93,-27.05,-68.64,-32.55,-43.74,0.1142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1214_v003-2019m0725t195011.nc,2004-12-14,7/25/2019,molecules/cm²,3262000000000000.0,-4.83e+17,1.21e+17,0.12,-17.95,4.48,2.95,34.56,-9.65,34.76,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1215_v003-2019m0725t194254.nc,2004-12-15,7/25/2019,molecules/cm²,3176000000000000.0,-4.76e+17,1.61e+17,0.12,-17.7,5.99,-11.95,-46.74,-26.95,-65.74,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1216_v003-2019m0725t194348.nc,2004-12-16,7/25/2019,molecules/cm²,2958000000000000.0,-5.48e+17,1.46e+17,0.11,-20.35,5.41,-3.65,89.97,6.85,35.06,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1217_v003-2019m0725t194603.nc,2004-12-17,7/25/2019,molecules/cm²,3025000000000000.0,-5.19e+17,1.68e+17,0.11,-19.29,6.23,-4.85,121.47,-28.25,-68.44,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1218_v003-2019m0725t195241.nc,2004-12-18,7/25/2019,molecules/cm²,2916000000000000.0,-6.06e+17,1.11e+17,0.11,-22.53,4.11,0.85,35.06,-30.95,-52.84,0.1157142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1219_v003-2019m0725t194125.nc,2004-12-19,7/25/2019,molecules/cm²,2851000000000000.0,-5.92e+17,9.14e+16,0.11,-22.01,3.4,-8.35,33.66,1.05,118.87,0.11428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1220_v003-2019m0725t195226.nc,2004-12-20,7/25/2019,molecules/cm²,2920000000000000.0,-1.46e+17,1.2e+17,0.11,-5.44,4.47,-29.05,-67.84,-33.75,-69.94,0.11285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1221_v003-2019m0725t195007.nc,2004-12-21,7/25/2019,molecules/cm²,2961000000000000.0,-3.84e+17,1.09e+17,0.11,-14.26,4.06,-3.55,127.07,-13.95,14.36,0.11142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1222_v003-2019m0725t200402.nc,2004-12-22,7/25/2019,molecules/cm²,3039000000000000.0,-4.88e+17,3.03e+17,0.11,-18.15,11.25,-15.05,-72.34,-27.75,-68.54,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1223_v003-2019m0725t195822.nc,2004-12-23,7/25/2019,molecules/cm²,2968000000000000.0,-4.86e+17,1.95e+18,0.11,-18.05,72.55,-21.25,140.47,-20.45,-31.84,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1224_v003-2019m0725t195425.nc,2004-12-24,7/25/2019,molecules/cm²,2681000000000000.0,-4.47e+17,2.32e+17,0.1,-16.62,8.61,-13.05,170.67,-10.45,-46.94,0.10857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1225_v003-2019m0725t195823.nc,2004-12-25,7/25/2019,molecules/cm²,2741000000000000.0,-4.28e+17,1.71e+17,0.1,-15.92,6.36,-21.45,44.76,-27.95,-68.54,0.10714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1226_v003-2019m0725t200320.nc,2004-12-26,7/25/2019,molecules/cm²,2765000000000000.0,-1.09e+18,1.66e+17,0.1,-40.53,6.18,-29.95,28.96,-26.15,-66.04,0.10571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1227_v003-2019m0725t194630.nc,2004-12-27,7/25/2019,molecules/cm²,2671000000000000.0,-9.46e+17,1.4e+17,0.1,-35.17,5.21,-28.35,26.36,-31.35,28.36,0.1042857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1228_v003-2019m0725t195431.nc,2004-12-28,7/25/2019,molecules/cm²,2816000000000000.0,-6.4e+17,1.75e+17,0.1,-23.8,6.5,-19.15,-68.94,-22.85,-66.14,0.10285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1229_v003-2019m0725t195754.nc,2004-12-29,7/25/2019,molecules/cm²,3080000000000000.0,-6.5e+17,2.57e+17,0.11,-24.15,9.55,-15.15,-48.04,-15.15,-71.84,0.10285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1230_v003-2019m0725t194706.nc,2004-12-30,7/25/2019,molecules/cm²,2936000000000000.0,-5.1e+17,2.2e+17,0.11,-18.97,8.19,-20.85,39.96,-29.35,29.16,0.10285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2004m1231_v003-2019m0725t195432.nc,2004-12-31,7/25/2019,molecules/cm²,2948000000000000.0,-5.37e+17,2.15e+17,0.11,-19.95,7.99,-10.25,-47.24,-22.65,-67.04,0.10428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0101_v003-2019m0725t200901.nc,2005-01-01,7/25/2019,molecules/cm²,2792000000000000.0,-3.58e+17,2.21e+17,0.1,-13.32,8.2,0.15,32.26,-18.35,-59.44,0.1042857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0102_v003-2019m0725t203805.nc,2005-01-02,7/25/2019,molecules/cm²,2870000000000000.0,-8.47e+17,1.8e+17,0.11,-31.5,6.68,11.05,-73.34,-27.55,-68.64,0.10571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0103_v003-2019m0725t204559.nc,2005-01-03,7/25/2019,molecules/cm²,2956000000000000.0,-4.69e+17,1.46e+17,0.11,-17.43,5.43,-1.95,35.66,-31.15,26.66,0.10714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0104_v003-2019m0725t204426.nc,2005-01-04,7/25/2019,molecules/cm²,3046000000000000.0,-1.72e+17,3.66e+17,0.11,-6.38,13.62,-52.35,-152.05,-24.35,-65.74,0.10857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0105_v003-2019m0725t200926.nc,2005-01-05,7/25/2019,molecules/cm²,3032000000000000.0,-4.4e+17,1.12e+17,0.11,-16.36,4.14,1.75,118.17,-28.75,29.16,0.10857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0106_v003-2019m0725t201704.nc,2005-01-06,7/25/2019,molecules/cm²,3313000000000000.0,-4.1e+17,1.26e+17,0.12,-15.24,4.68,-1.45,133.27,-20.15,-58.34,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0107_v003-2019m0725t204301.nc,2005-01-07,7/25/2019,molecules/cm²,3120000000000000.0,-5.37e+17,1.33e+17,0.12,-19.95,4.94,-38.05,147.47,28.65,83.17,0.11142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0108_v003-2019m0725t201653.nc,2005-01-08,7/25/2019,molecules/cm²,2869000000000000.0,-3.87e+17,1.62e+17,0.11,-14.39,6.03,-17.85,-64.84,-18.95,-69.04,0.11285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0109_v003-2019m0725t203551.nc,2005-01-09,7/25/2019,molecules/cm²,2766000000000000.0,-3.19e+17,5.95e+17,0.1,-11.84,22.11,8.05,98.77,-11.05,-76.54,0.11142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0110_v003-2019m0725t203739.nc,2005-01-10,7/25/2019,molecules/cm²,2745000000000000.0,-9.5e+17,1.59e+17,0.1,-35.32,5.91,10.95,39.16,-15.25,-58.24,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0111_v003-2019m0725t200840.nc,2005-01-11,7/25/2019,molecules/cm²,2835000000000000.0,-3.43e+17,4.09e+17,0.11,-12.75,15.19,-6.45,131.77,-23.15,-65.54,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0112_v003-2019m0725t203814.nc,2005-01-12,7/25/2019,molecules/cm²,2910000000000000.0,-1.99e+17,1.53e+17,0.11,-7.41,5.68,-12.25,-22.44,-14.35,48.46,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0113_v003-2019m0725t203650.nc,2005-01-13,7/25/2019,molecules/cm²,3192000000000000.0,-1.07e+18,1.41e+17,0.12,-39.74,5.24,-23.55,-59.84,28.05,97.07,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0114_v003-2019m0725t201219.nc,2005-01-14,7/25/2019,molecules/cm²,3046000000000000.0,-5.47e+17,1.91e+17,0.11,-20.33,7.11,-30.55,-68.84,-19.35,47.26,0.10857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0115_v003-2019m0725t201146.nc,2005-01-15,7/25/2019,molecules/cm²,3172000000000000.0,-9.86e+17,1.39e+17,0.12,-36.67,5.15,-24.15,-67.94,1.15,35.46,0.11
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0116_v003-2019m0725t200629.nc,2005-01-16,7/25/2019,molecules/cm²,3176000000000000.0,-2.39e+17,1.66e+17,0.12,-8.89,6.18,35.75,90.67,-32.15,-70.14,0.11285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0117_v003-2019m0725t201036.nc,2005-01-17,7/25/2019,molecules/cm²,3005000000000000.0,-9.61e+16,2.27e+17,0.11,-3.57,8.44,-24.85,17.16,-26.15,-67.14,0.11428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0118_v003-2019m0725t201011.nc,2005-01-18,7/25/2019,molecules/cm²,3023000000000000.0,-1.29e+17,1.86e+17,0.11,-4.8,6.92,-24.45,-66.24,-27.45,-68.04,0.11428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0119_v003-2019m0725t203420.nc,2005-01-19,7/25/2019,molecules/cm²,3150000000000000.0,-4.03e+17,1.94e+17,0.12,-14.96,7.22,35.45,82.47,-34.85,-70.14,0.1157142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0120_v003-2019m0725t200536.nc,2005-01-20,7/25/2019,molecules/cm²,3204000000000000.0,-7.65e+17,1.02e+17,0.12,-28.44,3.78,-8.05,33.76,16.15,-96.64,0.1157142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0121_v003-2019m0725t201139.nc,2005-01-21,7/25/2019,molecules/cm²,2886000000000000.0,-3.97e+17,2.07e+17,0.11,-14.76,7.7,-47.45,-66.14,-27.85,-68.44,0.11571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0122_v003-2019m0725t201016.nc,2005-01-22,7/25/2019,molecules/cm²,3173000000000000.0,-2.76e+17,1.67e+17,0.12,-10.28,6.19,-20.25,-63.04,-21.35,-65.34,0.11571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0123_v003-2019m0725t201112.nc,2005-01-23,7/25/2019,molecules/cm²,3032000000000000.0,-3.17e+17,1.16e+17,0.11,-11.77,4.3,-1.75,-50.64,-12.85,-74.44,0.1142857142857143
