Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon,HCHO_7day_MA
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m0925_v003-2019m0726t132458.nc,2016-09-25,7/26/2019,molecules/cm²,629800000000000.0,-9.98e+18,4.67e+18,0.02,-371.09,173.69,-13.05,-75.64,-35.65,-159.35,0.007142857142857136
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m0926_v003-2019m0726t132947.nc,2016-09-26,7/26/2019,molecules/cm²,1456000000000000.0,-9.8e+18,1.49e+17,0.05,-364.17,5.53,11.65,-20.64,-14.35,-60.64,0.012857142857142848
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m0927_v003-2019m0726t133224.nc,2016-09-27,7/26/2019,molecules/cm²,598500000000000.0,-9.8e+18,9.04e+18,0.02,-364.18,336.2,34.05,84.27,-23.95,-45.84,0.015714285714285705
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m0928_v003-2019m0726t133857.nc,2016-09-28,7/26/2019,molecules/cm²,363700000000000.0,-9.91e+18,1.91e+18,0.01,-368.54,70.82,11.05,8.96,-2.55,118.27,0.017142857142857137
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m0930_v003-2019m0726t133027.nc,2016-09-30,7/26/2019,molecules/cm²,-59370000000000.0,-9.81e+18,9.43e+18,0.0,-364.84,350.36,5.35,11.66,-31.05,-164.95,0.017142857142857137
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m1012_v003-2019m0726t133003.nc,2016-10-12,7/26/2019,molecules/cm²,473700000000000.0,-9.49e+18,5.41e+18,0.02,-352.74,201.24,5.85,29.06,-9.45,-32.64,0.019999999999999993
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m1013_v003-2019m0726t133105.nc,2016-10-13,7/26/2019,molecules/cm²,318800000000000.0,-9.83e+18,2.11e+17,0.01,-365.28,7.84,7.95,96.77,-12.45,-75.54,0.018571428571428565
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m1015_v003-2019m0726t132927.nc,2016-10-15,7/26/2019,molecules/cm²,530900000000000.0,-9.96e+18,7.28e+18,0.02,-370.23,270.62,11.05,144.87,4.85,-72.54,0.018571428571428565
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m1017_v003-2019m0726t133026.nc,2016-10-17,7/26/2019,molecules/cm²,588600000000000.0,-9.61e+18,2.03e+18,0.02,-357.2,75.4,8.35,-70.74,49.75,-133.65,0.014285714285714278
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m1021_v003-2019m0726t133845.nc,2016-10-21,7/26/2019,molecules/cm²,555000000000000.0,-9.78e+18,2.92e+18,0.02,-363.5,108.6,12.05,-15.84,-29.85,-169.85,0.014285714285714278
OMI-Aura,OMI-Aura_L3-OMHCHOd_2016m1111_v003-2019m0726t133913.nc,2016-11-11,7/26/2019,molecules/cm²,-102100000000000.0,-9.91e+18,7.77e+18,0.0,-368.49,288.94,-7.75,-70.34,1.75,155.27,0.01285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0424_v003-2019m0726t141636.nc,2017-04-24,7/26/2019,molecules/cm²,71670000000000.0,-9.59e+18,9.27e+18,0.0,-356.59,344.53,2.65,111.97,-28.15,135.77,0.01285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0530_v003-2019m0726t142553.nc,2017-05-30,7/26/2019,molecules/cm²,7619000000000000.0,-9.97e+18,7.96e+18,0.28,-370.45,295.88,-6.65,-78.44,24.25,-102.55,0.049999999999999996
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0606_v003-2019m0726t143302.nc,2017-06-06,7/26/2019,molecules/cm²,123800000000000.0,-9.96e+18,8.82e+18,0.0,-370.43,327.94,36.05,82.77,6.15,-171.15,0.048571428571428564
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0701_v003-2019m0726t143103.nc,2017-07-01,7/26/2019,molecules/cm²,1954000000000000.0,-9.92e+18,4.51e+18,0.07,-368.68,167.51,-26.35,-51.54,49.25,128.47,0.05571428571428571
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0722_v003-2019m0726t144144.nc,2017-07-22,7/26/2019,molecules/cm²,213200000000000.0,-9.99e+18,7.01e+18,0.01,-371.22,260.58,7.85,142.47,39.95,73.27,0.054285714285714284
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0731_v003-2019m0726t143910.nc,2017-07-31,7/26/2019,molecules/cm²,-8718000000000.0,-9.89e+18,8.87e+18,0.0,-367.77,329.56,9.85,-84.24,14.65,-92.04,0.05142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0805_v003-2019m0726t144705.nc,2017-08-05,7/26/2019,molecules/cm²,-43750000000000.0,-1e+19,5.68e+18,0.0,-371.88,211.16,1.55,29.86,-39.85,70.47,0.05142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0811_v003-2019m0726t143745.nc,2017-08-11,7/26/2019,molecules/cm²,-62200000000000.0,-9.66e+18,3.42e+18,0.0,-358.95,127.18,22.75,-82.94,44.65,-120.65,0.05142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0817_v003-2019m0726t144937.nc,2017-08-17,7/26/2019,molecules/cm²,127200000000000.0,-9.81e+18,2.62e+18,0.0,-364.55,97.34,33.85,46.26,-10.55,-154.75,0.011428571428571422
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0821_v003-2019m0726t145420.nc,2017-08-21,7/26/2019,molecules/cm²,736900000000000.0,-9.86e+18,2.38e+18,0.03,-366.58,88.35,5.55,90.47,39.45,-51.14,0.01571428571428571
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0828_v003-2019m0726t144013.nc,2017-08-28,7/26/2019,molecules/cm²,399900000000000.0,-9.92e+18,9.56e+18,0.01,-368.63,355.32,32.95,-0.74,-32.05,-171.05,0.007142857142857136
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0830_v003-2019m0726t144512.nc,2017-08-30,7/26/2019,molecules/cm²,892200000000000.0,-9.61e+18,2.79e+18,0.03,-357.35,103.85,9.45,-13.24,27.85,-179.85,0.009999999999999993
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0906_v003-2019m0726t144003.nc,2017-09-06,7/26/2019,molecules/cm²,59610000000000.0,-1e+19,7.03e+18,0.0,-371.99,261.4,12.55,30.36,15.15,-73.24,0.009999999999999993
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0907_v003-2019m0726t144153.nc,2017-09-07,7/26/2019,molecules/cm²,445100000000000.0,-9.86e+18,9.95e+18,0.02,-366.49,369.8,7.35,-68.94,-57.45,-82.74,0.012857142857142848
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0908_v003-2019m0726t144320.nc,2017-09-08,7/26/2019,molecules/cm²,569400000000000.0,-9.8e+18,2.22e+17,0.02,-364.14,8.27,-26.95,-53.74,-12.75,-75.84,0.015714285714285705
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0911_v003-2019m0726t144339.nc,2017-09-11,7/26/2019,molecules/cm²,291400000000000.0,-9.97e+18,2.52e+18,0.01,-370.63,93.53,1.45,177.17,38.15,-165.75,0.017142857142857133
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0916_v003-2019m0726t145229.nc,2017-09-16,7/26/2019,molecules/cm²,1493000000000000.0,-9.89e+18,8.68e+18,0.06,-367.67,322.78,34.25,92.07,-19.95,-68.34,0.02142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0917_v003-2019m0726t144639.nc,2017-09-17,7/26/2019,molecules/cm²,1617000000000000.0,-9.98e+18,1.86e+17,0.06,-370.96,6.9,5.75,89.47,-16.85,-70.24,0.02857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0920_v003-2019m0726t144919.nc,2017-09-20,7/26/2019,molecules/cm²,427300000000000.0,-9.92e+18,8.9e+18,0.02,-368.77,331.01,7.25,28.86,5.95,32.26,0.027142857142857135
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0921_v003-2019m0726t144831.nc,2017-09-21,7/26/2019,molecules/cm²,968300000000000.0,-9.83e+18,9.2e+18,0.04,-365.54,342.01,43.35,-88.04,-14.15,-73.04,0.03285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0929_v003-2019m0726t145553.nc,2017-09-29,7/26/2019,molecules/cm²,498500000000000.0,-9.93e+18,5.8e+18,0.02,-369.19,215.49,61.95,-118.45,38.55,-79.14,0.03285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0930_v003-2019m0726t144625.nc,2017-09-30,7/26/2019,molecules/cm²,1338000000000000.0,-9.94e+18,1.91e+18,0.05,-369.42,70.9,23.75,138.77,5.75,-55.54,0.03714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1001_v003-2019m0726t144526.nc,2017-10-01,7/26/2019,molecules/cm²,194300000000000.0,-9.65e+18,6.2e+18,0.01,-358.75,230.35,40.55,48.36,-1.05,132.57,0.03714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1002_v003-2019m0726t145450.nc,2017-10-02,7/26/2019,molecules/cm²,20870000000000.0,-9.88e+18,2.83e+18,0.0,-367.23,105.24,9.55,22.16,40.65,134.67,0.028571428571428564
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1004_v003-2019m0726t145215.nc,2017-10-04,7/26/2019,molecules/cm²,618100000000000.0,-9.93e+18,7.63e+18,0.02,-369.17,283.63,-11.35,132.07,34.55,14.66,0.022857142857142854
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1005_v003-2019m0726t144910.nc,2017-10-05,7/26/2019,molecules/cm²,397600000000000.0,-9.52e+18,2.2e+18,0.01,-353.81,81.95,3.55,17.56,23.05,-64.94,0.02142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1008_v003-2019m0726t145353.nc,2017-10-08,7/26/2019,molecules/cm²,433000000000000.0,-9.98e+18,8.22e+18,0.02,-370.83,305.4,1.25,-64.64,-45.05,-101.05,0.018571428571428565
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1009_v003-2019m0726t145129.nc,2017-10-09,7/26/2019,molecules/cm²,665700000000000.0,-1e+19,7.72e+18,0.02,-371.74,286.99,-15.45,-72.64,-26.35,75.67,0.018571428571428565
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1010_v003-2019m0726t145548.nc,2017-10-10,7/26/2019,molecules/cm²,917200000000000.0,-9.66e+18,9.34e+18,0.03,-359.01,347.04,37.45,101.87,18.65,177.57,0.015714285714285705
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1011_v003-2019m0726t145546.nc,2017-10-11,7/26/2019,molecules/cm²,348400000000000.0,-9.81e+18,8.75e+18,0.01,-364.85,325.36,-7.75,36.06,22.55,-30.34,0.015714285714285705
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1012_v003-2019m0726t145346.nc,2017-10-12,7/26/2019,molecules/cm²,891800000000000.0,-9.18e+18,9.69e+18,0.03,-341.35,360.31,15.55,-108.85,4.95,-61.44,0.019999999999999993
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1013_v003-2019m0726t150128.nc,2017-10-13,7/26/2019,molecules/cm²,483500000000000.0,-9.98e+18,7.88e+18,0.02,-371.11,293.05,45.15,-106.75,3.45,-18.24,0.01999999999999999
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1014_v003-2019m0726t145353.nc,2017-10-14,7/26/2019,molecules/cm²,127900000000000.0,-9.56e+18,9.86e+18,0.0,-355.29,366.69,-19.45,-67.64,-53.35,59.56,0.01857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1017_v003-2019m0726t145529.nc,2017-10-17,7/26/2019,molecules/cm²,1285000000000000.0,-9.94e+18,6.59e+18,0.05,-369.37,245.01,22.95,5.96,-3.25,87.17,0.02285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1018_v003-2019m0726t150108.nc,2017-10-18,7/26/2019,molecules/cm²,608200000000000.0,-9.89e+18,8.03e+18,0.02,-367.66,298.34,-5.75,34.06,19.75,-101.85,0.02285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1019_v003-2019m0726t145500.nc,2017-10-19,7/26/2019,molecules/cm²,830200000000000.0,-9.82e+18,6.29e+18,0.03,-365.15,233.63,-11.85,24.76,-14.25,142.17,0.02285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1020_v003-2019m0726t145033.nc,2017-10-20,7/26/2019,molecules/cm²,345800000000000.0,-9.98e+18,4.15e+18,0.01,-370.88,154.08,-10.75,-66.14,28.55,92.97,0.02285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1021_v003-2019m0726t145118.nc,2017-10-21,7/26/2019,molecules/cm²,1025000000000000.0,-9.65e+18,2.87e+18,0.04,-358.74,106.52,13.35,41.86,55.55,74.67,0.02428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1022_v003-2019m0726t145057.nc,2017-10-22,7/26/2019,molecules/cm²,1177000000000000.0,-9.47e+18,3.19e+18,0.04,-351.87,118.53,12.55,-92.74,10.25,179.67,0.027142857142857135
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1023_v003-2019m0726t145135.nc,2017-10-23,7/26/2019,molecules/cm²,677600000000000.0,-9.71e+18,9.52e+18,0.03,-360.94,353.82,-10.15,124.07,-41.75,-91.24,0.031428571428571424
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1024_v003-2019m0726t145243.nc,2017-10-24,7/26/2019,molecules/cm²,892500000000000.0,-9.92e+18,2.73e+18,0.03,-368.85,101.44,31.75,77.97,-56.85,-162.15,0.028571428571428564
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1025_v003-2019m0726t145341.nc,2017-10-25,7/26/2019,molecules/cm²,704700000000000.0,-9.8e+18,2.1e+18,0.03,-364.13,77.94,-6.05,150.67,-58.15,162.87,0.029999999999999995
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1026_v003-2019m0726t145626.nc,2017-10-26,7/26/2019,molecules/cm²,152800000000000.0,-9.92e+18,2.51e+17,0.01,-368.6,9.32,5.05,-60.14,-46.55,-104.05,0.027142857142857135
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1027_v003-2019m0726t145556.nc,2017-10-27,7/26/2019,molecules/cm²,24500000000000.0,-9.92e+18,8.88e+18,0.0,-368.84,330.07,-15.15,29.56,-12.35,-72.14,0.025714285714285707
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1028_v003-2019m0726t145241.nc,2017-10-28,7/26/2019,molecules/cm²,269200000000000.0,-9.32e+18,3.95e+18,0.01,-346.41,146.91,-40.05,-64.34,23.45,82.17,0.02142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1029_v003-2019m0726t150219.nc,2017-10-29,7/26/2019,molecules/cm²,995800000000000.0,-9.77e+18,3.47e+18,0.04,-363.29,129.01,-0.75,105.47,0.95,-71.44,0.02142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1030_v003-2019m0726t150113.nc,2017-10-30,7/26/2019,molecules/cm²,949700000000000.0,-9.94e+18,5.7e+18,0.04,-369.47,211.99,-14.65,-57.34,-52.85,-138.45,0.02285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1031_v003-2019m0726t145207.nc,2017-10-31,7/26/2019,molecules/cm²,1083000000000000.0,-9.91e+18,7.59e+18,0.04,-368.2,282.22,-15.05,136.97,-41.65,20.06,0.024285714285714275
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1103_v003-2019m0726t145753.nc,2017-11-03,7/26/2019,molecules/cm²,872600000000000.0,-9.99e+18,4.55e+18,0.03,-371.4,169.26,-33.85,-63.94,-43.35,61.96,0.024285714285714275
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1104_v003-2019m0726t150759.nc,2017-11-04,7/26/2019,molecules/cm²,-21020000000000.0,-9.8e+18,9.42e+18,0.0,-364.19,350.13,28.55,83.67,-32.55,-50.44,0.022857142857142847
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1105_v003-2019m0726t150046.nc,2017-11-05,7/26/2019,molecules/cm²,21080000000000.0,-9.53e+18,7.96e+18,0.0,-354.37,295.98,-2.35,110.87,-65.05,113.77,0.022857142857142847
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1107_v003-2019m0726t145750.nc,2017-11-07,7/26/2019,molecules/cm²,482600000000000.0,-9.79e+18,9.69e+18,0.02,-364.07,360.07,2.25,14.16,29.95,92.17,0.02428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1108_v003-2019m0726t150601.nc,2017-11-08,7/26/2019,molecules/cm²,-5168000000000.0,-9.95e+18,8.49e+18,0.0,-369.89,315.57,29.75,87.47,-49.65,109.07,0.018571428571428565
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1130_v003-2019m0726t151330.nc,2017-11-30,7/26/2019,molecules/cm²,89890000000000.0,-9.51e+18,9.77e+18,0.0,-353.35,363.07,-21.35,-62.74,-39.95,-133.55,0.012857142857142848
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1201_v003-2019m0726t150814.nc,2017-12-01,7/26/2019,molecules/cm²,233400000000000.0,-9.57e+18,2.74e+18,0.01,-355.81,101.73,-9.75,23.36,2.05,90.17,0.008571428571428563
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0130_v003-2019m0726t152209.nc,2018-01-30,7/26/2019,molecules/cm²,825000000000000.0,-9.94e+18,8.27e+18,0.03,-369.5,307.31,-25.45,-53.74,-67.75,-136.45,0.008571428571428563
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0130_v003-2019m0726t152209.nc,2018-01-30,7/26/2019,molecules/cm²,825000000000000.0,-9.94e+18,8.27e+18,0.03,-369.5,307.31,-25.45,-53.74,-67.75,-136.45,0.012857142857142848
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0322_v003-2019m0726t152944.nc,2018-03-22,7/26/2019,molecules/cm²,55980000000000.0,-9.94e+18,9.69e+18,0.0,-369.57,360.26,-0.15,28.86,-10.35,-91.54,0.012857142857142848
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0322_v003-2019m0726t152944.nc,2018-03-22,7/26/2019,molecules/cm²,55980000000000.0,-9.94e+18,9.69e+18,0.0,-369.57,360.26,-0.15,28.86,-10.35,-91.54,0.009999999999999992
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0324_v003-2019m0726t153310.nc,2018-03-24,7/26/2019,molecules/cm²,1265000000000000.0,-9.72e+18,9.29e+18,0.05,-361.44,345.32,24.95,99.67,-2.55,157.17,0.017142857142857133
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0324_v003-2019m0726t153310.nc,2018-03-24,7/26/2019,molecules/cm²,1265000000000000.0,-9.72e+18,9.29e+18,0.05,-361.44,345.32,24.95,99.67,-2.55,157.17,0.024285714285714275
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0406_v003-2019m0726t153140.nc,2018-04-06,7/26/2019,molecules/cm²,-10070000000000.0,-9.98e+18,9.77e+18,0.0,-370.93,363.02,9.45,-84.04,-50.55,-155.95,0.022857142857142847
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0406_v003-2019m0726t153140.nc,2018-04-06,7/26/2019,molecules/cm²,-10070000000000.0,-9.98e+18,9.77e+18,0.0,-370.93,363.02,9.45,-84.04,-50.55,-155.95,0.018571428571428565
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0511_v003-2019m0726t154315.nc,2018-05-11,7/26/2019,molecules/cm²,336300000000000.0,-9.99e+18,6.27e+18,0.01,-371.18,233.03,48.55,19.36,-13.55,-62.14,0.015714285714285705
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0511_v003-2019m0726t154315.nc,2018-05-11,7/26/2019,molecules/cm²,336300000000000.0,-9.99e+18,6.27e+18,0.01,-371.18,233.03,48.55,19.36,-13.55,-62.14,0.017142857142857137
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0617_v003-2019m0726t155154.nc,2018-06-17,7/26/2019,molecules/cm²,1244000000000000.0,-9.96e+18,4.45e+18,0.05,-370.28,165.56,48.35,16.66,45.35,115.67,0.02428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0617_v003-2019m0726t155154.nc,2018-06-17,7/26/2019,molecules/cm²,1244000000000000.0,-9.96e+18,4.45e+18,0.05,-370.28,165.56,48.35,16.66,45.35,115.67,0.02428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0618_v003-2019m0726t154712.nc,2018-06-18,7/26/2019,molecules/cm²,4830000000000000.0,-9.93e+18,9.49e+18,0.18,-369.02,352.87,5.95,-56.84,-19.55,-99.95,0.04285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0618_v003-2019m0726t154712.nc,2018-06-18,7/26/2019,molecules/cm²,4830000000000000.0,-9.93e+18,9.49e+18,0.18,-369.02,352.87,5.95,-56.84,-19.55,-99.95,0.06857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0803_v003-2019m0726t160521.nc,2018-08-03,7/26/2019,molecules/cm²,287900000000000.0,-9.88e+18,7.02e+18,0.01,-367.17,261.04,46.95,74.27,-16.95,-166.55,0.06999999999999999
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0803_v003-2019m0726t160521.nc,2018-08-03,7/26/2019,molecules/cm²,287900000000000.0,-9.88e+18,7.02e+18,0.01,-367.17,261.04,46.95,74.27,-16.95,-166.55,0.06999999999999999
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0820_v003-2019m0726t160131.nc,2018-08-20,7/26/2019,molecules/cm²,1335000000000000.0,-9.74e+18,3.06e+18,0.05,-362.1,113.79,18.95,-97.24,32.85,-102.15,0.0757142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m0820_v003-2019m0726t160131.nc,2018-08-20,7/26/2019,molecules/cm²,1335000000000000.0,-9.74e+18,3.06e+18,0.05,-362.1,113.79,18.95,-97.24,32.85,-102.15,0.0757142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m1027_v003-2019m0726t162909.nc,2018-10-27,7/26/2019,molecules/cm²,202400000000000.0,-9.6e+18,6.06e+18,0.01,-356.96,225.27,8.75,31.46,-53.25,-161.65,0.06999999999999999
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m1027_v003-2019m0726t162909.nc,2018-10-27,7/26/2019,molecules/cm²,202400000000000.0,-9.6e+18,6.06e+18,0.01,-356.96,225.27,8.75,31.46,-53.25,-161.65,0.04571428571428571
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m1115_v003-2019m0726t163247.nc,2018-11-15,7/26/2019,molecules/cm²,231300000000000.0,-9.93e+18,8.96e+18,0.01,-369.22,332.9,-0.55,127.77,-41.45,-60.44,0.021428571428571425
OMI-Aura,OMI-Aura_L3-OMHCHOd_2018m1115_v003-2019m0726t163247.nc,2018-11-15,7/26/2019,molecules/cm²,231300000000000.0,-9.93e+18,8.96e+18,0.01,-369.22,332.9,-0.55,127.77,-41.45,-60.44,0.02142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0122_v003-2019m0726t165318.nc,2019-01-22,7/26/2019,molecules/cm²,-87000000000000.0,-1e+19,7.07e+17,0.0,-371.81,26.28,-23.05,114.37,-65.45,55.26,0.019999999999999993
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0207_v003-2019m0726t164723.nc,2019-02-07,7/26/2019,molecules/cm²,376800000000000.0,-9.98e+18,9.04e+18,0.01,-371.1,335.97,-8.85,-61.54,-54.35,-162.55,0.014285714285714278
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0209_v003-2019m0726t164747.nc,2019-02-09,7/26/2019,molecules/cm²,168900000000000.0,-9.88e+18,7.08e+17,0.01,-367.39,26.32,-8.35,-165.85,-60.45,5.66,0.008571428571428563
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0316_v003-2019m0726t165140.nc,2019-03-16,7/26/2019,molecules/cm²,846600000000000.0,-9.87e+18,9.55e+18,0.03,-366.95,354.96,0.05,29.56,-51.75,68.17,0.011428571428571422
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0317_v003-2019m0726t165254.nc,2019-03-17,7/26/2019,molecules/cm²,901500000000000.0,-1e+19,9.75e+18,0.03,-371.84,362.29,8.85,40.86,25.45,-143.45,0.014285714285714278
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0318_v003-2019m0726t165214.nc,2019-03-18,7/26/2019,molecules/cm²,1066000000000000.0,-9.95e+18,8.72e+18,0.04,-369.79,324.2,3.85,-69.54,30.85,90.87,0.018571428571428565
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0322_v003-2019m0726t165255.nc,2019-03-22,7/26/2019,molecules/cm²,-97880000000000.0,-9.96e+18,8.49e+18,0.0,-370.19,315.52,-33.65,145.77,-40.85,-25.04,0.017142857142857133
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0323_v003-2019m0726t165137.nc,2019-03-23,7/26/2019,molecules/cm²,133000000000000.0,-9.88e+18,9.74e+18,0.0,-367.37,361.97,-30.85,60.36,-39.95,37.86,0.017142857142857133
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0324_v003-2019m0726t165153.nc,2019-03-24,7/26/2019,molecules/cm²,257600000000000.0,-9.98e+18,9.62e+18,0.01,-370.89,357.57,-32.75,25.36,4.65,-56.94,0.017142857142857133
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0326_v003-2019m0726t165355.nc,2019-03-26,7/26/2019,molecules/cm²,-86640000000000.0,-9.87e+18,9.46e+18,0.0,-367.01,351.51,10.25,39.26,12.75,-138.05,0.015714285714285705
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0327_v003-2019m0726t165131.nc,2019-03-27,7/26/2019,molecules/cm²,1077000000000000.0,-9.89e+18,9.82e+18,0.04,-367.51,365.01,1.75,33.16,21.05,-2.94,0.017142857142857133
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0328_v003-2019m0726t165113.nc,2019-03-28,7/26/2019,molecules/cm²,40440000000000.0,-9.93e+18,9.5e+18,0.0,-369.11,352.97,-14.25,-50.14,-1.95,91.47,0.012857142857142848
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0329_v003-2019m0726t165130.nc,2019-03-29,7/26/2019,molecules/cm²,1397000000000000.0,-9.8e+18,9.63e+18,0.05,-364.13,357.88,-17.35,16.66,-11.45,131.97,0.014285714285714278
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0330_v003-2019m0726t165137.nc,2019-03-30,7/26/2019,molecules/cm²,59670000000000.0,-9.98e+18,8.87e+18,0.0,-370.87,329.82,33.85,92.47,2.05,-128.85,0.014285714285714278
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0331_v003-2019m0726t165356.nc,2019-03-31,7/26/2019,molecules/cm²,615100000000000.0,-9.96e+18,5.22e+18,0.02,-370.11,193.88,3.35,-52.44,-32.75,6.36,0.017142857142857137
OMI-Aura,OMI-Aura_L3-OMHCHOd_2019m0411_v003-2019m0726t170335.nc,2019-04-11,7/26/2019,molecules/cm²,68740000000000.0,-9.98e+18,4.52e+18,0.0,-370.85,167.85,43.65,131.97,-4.05,18.56,0.01571428571428571
